rendapc,anosestudo,idade,mfa,lnrendapc,urbana,homem,perpob
254723,1,72,0,12.44793224,1,1,1
182709,5,47,1,12.11565018,1,0,0
238334,0,70,0,12.38142872,0,1,1
4050001,5,58,0,15.21422768,0,1,1
1,11,37,0,0,1,0,0
1100001,5,51,0,13.91082191,0,1,0
450001,3,63,0,13.01700497,0,1,1
250001,12,47,0,12.4292202,0,0,0
200001,5,74,0,12.20607758,0,1,1
600001,5,41,0,13.30468655,0,1,1
79689,0,89,1,11.28588676,0,1,1
292989,9,43,0,12.58789063,0,1,1
198501,0,76,0,12.19854927,0,0,1
127918,9,39,1,11.75914478,0,1,0
440334,7,37,1,12.99528885,0,1,0
95522,0,80,0,11.46711159,0,0,1
199001,5,84,1,12.20106506,0,1,0
550001,4,86,0,13.21767521,0,0,1
398001,2,51,0,12.89420986,0,0,1
481251,11,53,1,13.08414459,0,0,1
326876,11,32,1,12.6973362,0,1,0
207001,3,49,1,12.24047852,0,1,0
1110001,5,45,0,13.91987133,1,0,0
578334,3,70,1,13.26790714,0,1,0
79862,1,75,0,11.28805542,0,1,1
210001,10,29,1,12.25486755,0,1,0
365209,4,55,1,12.80822468,0,1,0
252834,5,63,1,12.44048882,0,1,1
159287,3,60,0,11.97846317,0,1,0
100001,7,32,0,11.51293564,0,1,1
625895,11,56,0,13.34693813,0,0,0
196112,10,49,0,12.18644142,0,0,1
256112,3,54,1,12.45337009,0,1,1
167168,9,29,1,12.02675438,0,1,0
313990,11,37,1,12.65711689,0,1,0
235273,9,45,0,12.36850166,0,1,1
183334,9,20,0,12.11906528,0,0,0
300001,5,29,0,12.61154079,0,1,1
480001,0,40,0,13.08154392,1,1,1
114445,11,36,1,11.64785004,1,1,1
2000001,3,46,0,14.50865841,1,1,0
507779,13,34,1,13.13780117,1,1,1
233751,8,54,0,12.36201191,1,0,0
762501,14,29,0,13.54435921,1,1,0
874334,11,41,0,13.68121815,1,1,1
300001,9,24,0,12.61154079,1,1,0
192144,0,75,0,12.16600037,1,0,1
400001,13,42,0,12.89922237,1,1,0
725001,6,52,0,13.49392796,1,0,1
219001,5,48,0,12.29683113,0,0,0
760001,0,71,0,13.54107475,0,1,1
56876,11,27,1,10.94862843,0,0,1
73901,0,45,1,11.21048164,0,1,1
1059862,17,43,0,13.8736496,1,1,0
101251,9,38,1,11.5253582,0,1,1
217501,3,49,1,12.28995895,0,1,1
26668,12,26,1,10.19121933,0,0,0
827501,0,69,0,13.62616539,0,1,1
151001,0,40,1,11.92504215,0,1,1
1247168,7,21,0,14.03638554,0,1,0
173751,0,63,0,12.06537819,0,0,0
23501,3,52,0,10.06479836,0,0,1
1142668,8,43,0,13.94887638,0,1,1
347501,5,39,0,12.75852299,0,1,0
374168,5,27,1,12.8324604,0,0,1
346668,4,42,0,12.75612259,0,0,1
1014376,5,79,0,13.82978439,0,1,1
308334,4,54,0,12.6389389,0,1,1
92668,0,67,0,11.43677807,0,1,1
260001,11,31,1,12.46844101,0,1,1
315001,5,32,1,12.66033077,0,1,0
250001,2,54,0,12.4292202,0,1,1
714001,5,40,0,13.4786396,0,1,0
416668,3,55,0,12.94004536,0,1,1
191668,11,60,0,12.16351986,0,1,0
275001,9,34,0,12.52453041,0,1,1
200001,9,73,0,12.20607758,0,1,1
360001,9,23,0,12.79386234,0,1,1
550001,5,32,0,13.21767521,0,1,0
1,11,30,0,0,0,1,1
436112,5,52,0,12.98565483,1,0,0
516668,4,61,0,13.15515614,1,0,1
300001,5,44,0,12.61154079,1,1,1
100001,11,24,0,11.51293564,1,0,0
356001,5,67,0,12.78268909,1,1,0
250001,11,24,0,12.4292202,1,1,1
7668,4,26,0,8.944810867,1,1,0
591668,3,73,1,13.29070091,0,0,1
92858,5,30,0,11.43882656,0,1,0
1240001,5,57,0,14.03062248,1,1,1
466668,11,47,0,13.05337334,0,1,0
1275001,18,56,0,14.05845737,0,1,0
600001,1,66,0,13.30468655,0,1,1
1200001,0,69,0,13.99783325,0,1,1
920118,12,40,0,13.73225689,1,1,0
408076,11,35,0,12.91920853,1,1,0
130668,7,51,0,11.78041458,1,0,1
357501,11,36,1,12.78689384,1,0,1
588901,11,46,1,13.2860136,0,0,1
906584,12,22,0,13.7174387,0,0,0
880501,13,32,0,13.68824673,0,0,1
2700001,11,76,0,14.80876255,0,0,1
199858,8,35,1,12.20536232,0,1,1
139168,14,37,0,11.84343719,1,1,1
1000001,5,32,0,13.8155117,1,1,0
250001,11,47,0,12.4292202,1,1,1
150001,8,41,0,11.91839695,1,0,1
298445,11,37,0,12.60634136,1,0,1
99501,7,23,0,11.50792313,1,0,1
331668,6,50,0,12.71189022,1,1,1
475001,2,56,0,13.07107258,1,1,1
247501,5,40,0,12.41916943,1,0,0
470001,6,40,0,13.06048965,1,1,1
624001,11,42,0,13.34390736,1,1,1
336486,2,59,0,12.72631168,0,1,1
69334,7,41,0,11.14669037,0,1,0
420001,8,77,0,12.94801235,1,1,1
126001,2,54,1,11.74404526,1,0,1
250001,1,34,0,12.4292202,1,0,1
1,7,38,0,0,1,0,1
1200001,7,47,0,13.99783325,1,1,1
1079168,14,42,0,13.89170074,1,1,1
115501,3,24,1,11.65703487,0,0,0
139334,5,42,1,11.84462929,0,1,1
313959,8,33,0,12.65701771,0,1,1
425001,13,33,0,12.9598465,0,1,0
400001,9,45,0,12.89922237,0,1,1
311001,11,38,0,12.64755154,0,1,0
290001,2,66,0,12.57763958,1,0,1
280557,7,39,1,12.54453182,1,1,1
237251,7,48,0,12.37687397,1,1,0
375001,7,59,0,12.83468437,1,1,0
449096,5,49,1,13.01499176,1,1,0
5133751,5,46,1,15.45134735,1,1,0
339445,11,48,1,12.73506737,1,1,1
305557,5,43,1,12.6298914,1,1,1
100626,5,62,0,11.51916599,1,0,1
203453,11,39,1,12.22319031,1,1,1
292584,11,45,0,12.58650684,1,1,1
296668,3,58,1,12.6003685,1,1,1
140001,3,48,0,11.84940529,1,1,0
208751,4,32,1,12.24889755,1,1,1
741668,11,59,0,13.51665688,1,1,0
63001,7,47,0,11.05090618,1,0,0
425001,5,43,0,12.9598465,1,0,0
500001,5,68,0,13.122365,1,1,1
229534,12,23,0,12.34380627,1,0,1
316112,5,52,1,12.66385174,1,1,1
90001,6,66,0,11.40757561,1,1,1
249168,11,47,1,12.42588234,1,1,1
155334,5,57,0,11.9533329,1,1,1
215501,11,19,1,12.28072071,1,1,1
307501,11,49,0,12.63623333,1,1,1
390001,11,50,0,12.87390423,1,1,0
266668,11,52,0,12.49376011,1,0,0
284401,11,66,0,12.55814075,1,1,0
432501,11,49,0,12.97733974,1,1,1
30557,13,29,0,10.32734871,1,1,1
64584,0,30,1,11.07572174,0,0,1
92501,5,36,1,11.43497467,0,1,1
143751,0,38,1,11.87583828,0,0,0
66668,5,57,0,11.10748005,0,1,1
158334,7,32,1,11.9724617,0,1,1
144334,10,27,1,11.87988567,0,0,0
157209,4,28,1,11.96533108,0,0,1
381668,8,32,1,12.85230637,0,0,1
100001,4,31,1,11.51293564,0,0,1
317751,5,45,1,12.66902351,0,0,0
215001,0,50,1,12.27839756,0,0,1
74168,0,43,0,11.21408844,0,0,1
210001,0,80,0,12.25486755,0,1,1
305001,11,34,1,12.62806988,0,0,0
124168,5,53,1,11.7293911,0,0,1
57701,2,57,1,10.96302986,0,0,1
123334,2,28,0,11.72265148,0,1,1
215001,11,20,1,12.27839756,0,1,1
463112,9,19,1,13.04572392,0,1,1
600001,7,36,0,13.30468655,0,1,0
256251,3,57,0,12.45391273,0,1,1
321668,4,38,1,12.68127537,0,0,0
277779,5,62,0,12.53458118,1,1,1
500001,5,49,0,13.122365,1,1,0
176564,0,70,1,12.08143902,0,1,1
178626,6,30,1,12.09304905,0,1,1
171834,3,46,1,12.0542841,0,1,1
150501,2,46,1,11.92172527,0,1,1
75668,3,43,1,11.23411083,0,1,1
113701,3,49,1,11.64132786,0,1,0
44001,2,44,1,10.69196796,0,1,0
550001,5,50,0,13.21767521,0,0,1
131668,5,52,1,11.78803921,0,0,1
124001,11,27,0,11.72804451,0,1,0
166668,11,24,0,12.02375889,0,1,1
234029,5,40,1,12.36320019,0,0,1
135201,0,66,1,11.81451797,0,1,1
196668,0,35,0,12.18927193,0,1,0
331945,1,56,0,12.71272469,0,1,1
298334,0,82,0,12.60596848,0,1,1
167168,11,46,1,12.02675438,0,1,1
166668,4,61,0,12.02375889,0,1,1
424557,2,54,0,12.95880127,0,1,0
285001,2,50,1,12.56024837,0,1,1
445001,3,63,0,13.00583172,0,0,1
356334,13,60,0,12.7836237,1,1,1
1652001,13,33,0,14.31749821,1,1,0
172501,7,41,0,12.05815792,1,1,1
575001,16,37,0,13.26212692,1,1,0
585668,16,56,0,13.28050804,1,1,0
418834,6,53,0,12.94522953,1,1,0
132223,5,38,1,11.79224491,0,1,1
130953,8,40,1,11.78259373,0,1,0
230501,9,43,1,12.34801006,1,1,0
359168,11,30,1,12.79154587,0,1,0
370001,0,102,0,12.82126141,0,1,1
153126,8,43,1,11.93901634,0,1,1
400001,0,59,0,12.89922237,0,1,0
360834,5,89,0,12.7961731,1,0,1
616668,12,44,0,13.33208561,1,0,1
539834,16,48,1,13.19901657,0,1,1
300834,2,55,0,12.61431408,0,1,1
431223,11,26,0,12.97438049,0,1,1
1125501,9,46,0,13.93373871,0,1,1
162001,0,50,0,11.99535751,0,1,1
1055001,11,35,0,13.86905193,0,1,0
647334,11,66,0,13.3806181,0,1,0
176668,4,61,0,12.08202744,0,0,0
291668,11,36,0,12.58337116,0,1,1
371901,6,54,0,12.82638264,0,1,1
191529,11,36,1,12.16279411,0,1,1
496390,7,49,1,13.11511707,0,1,0
3216668,14,51,0,14.9838562,0,1,0
1775001,5,75,0,14.38931179,0,1,0
311251,0,31,1,12.64835453,0,1,1
967501,3,44,0,13.78247166,0,1,1
283334,5,96,0,12.55438137,0,1,1
100001,5,46,0,11.51293564,0,1,0
650001,3,34,0,13.38472939,0,1,0
494072,13,63,0,13.11043644,0,0,0
601890,11,30,0,13.30782986,0,1,0
233890,7,48,1,12.36260605,0,1,1
751668,5,51,1,13.53005028,1,1,0
355001,3,50,0,12.77987576,0,1,0
91390,23,45,0,11.42289162,1,1,1
176251,11,51,1,12.07966423,1,0,0
384009,11,51,0,12.85842133,1,0,1
206945,5,69,0,12.24020863,1,1,0
266862,9,42,0,12.49448681,1,1,0
54418,11,35,1,10.90445042,1,0,1
788851,13,64,0,13.5783329,1,0,0
511287,8,48,0,13.1446867,1,1,0
140001,1,58,0,11.84940529,1,1,0
315779,2,70,0,12.66279793,0,1,0
470001,0,39,0,13.06048965,0,1,1
900001,3,44,0,13.71015072,0,1,0
269793,12,22,0,12.50541019,0,1,0
552274,5,65,1,13.22179985,0,1,0
421668,3,49,0,12.95197392,0,1,1
233751,6,28,0,12.36201191,0,1,0
423668,3,53,0,12.95670509,0,1,0
612501,11,21,0,13.32530594,0,1,1
221334,2,43,0,12.30742836,0,1,1
483334,2,58,0,13.08846283,0,1,0
186668,5,43,0,12.13708687,1,1,0
350001,16,31,0,12.76569176,1,0,1
1200001,8,52,0,13.99783325,1,1,1
712834,14,37,0,13.47700405,1,1,0
182251,11,37,1,12.11314011,1,1,0
619445,20,35,0,13.33657932,1,1,0
239376,2,66,0,12.38579082,1,1,1
1450001,0,52,0,14.18707466,1,1,0
183215,8,40,1,12.11841583,1,1,1
1200001,0,55,0,13.99783325,1,1,0
198751,0,60,0,12.19980812,1,1,1
126001,4,26,0,11.74404526,1,1,0
126668,0,59,0,11.7493248,1,0,1
111251,2,53,1,11.61954403,0,1,1
130001,4,27,0,11.77529716,1,1,0
144168,3,54,1,11.87873459,0,1,1
235390,0,71,1,12.36899853,1,1,1
188370,4,63,1,12.14616299,0,0,0
383334,4,72,0,12.8566618,0,1,1
124001,0,30,0,11.72804451,1,1,1
72501,4,66,0,11.19135571,0,1,1
320134,11,30,1,12.6764946,0,1,1
82501,10,27,0,11.32056522,0,0,0
149301,2,32,0,11.91372013,1,1,1
189626,11,35,1,12.15280914,0,1,1
137501,0,81,0,11.83138657,0,1,1
150001,5,51,0,11.91839695,0,1,1
97376,2,28,1,11.4863348,0,1,0
218334,2,67,0,12.29378128,0,0,1
253723,9,22,1,12.44399834,0,0,1
121072,5,42,0,11.70414066,0,0,0
82501,6,42,1,11.32056522,0,0,1
149751,5,57,0,11.91672897,0,0,1
416668,6,51,0,12.94004536,0,1,0
111876,7,38,0,11.62514687,0,1,0
240001,5,58,0,12.38839817,0,1,1
266668,11,60,0,12.49376011,0,1,1
416751,11,48,0,12.94024467,0,1,0
140001,7,32,0,11.84940529,0,1,1
210001,8,23,0,12.25486755,0,1,0
68334,6,32,0,11.13216305,0,1,1
172626,16,43,0,12.05888271,0,0,0
184168,8,61,0,12.12360382,0,0,0
590001,1,89,0,13.28787994,0,0,0
670001,5,67,0,13.41503429,0,1,1
770001,11,44,0,13.55414677,0,0,1
307001,9,52,0,12.63460636,0,1,0
144168,3,40,1,11.87873459,0,1,0
75001,5,43,0,11.22525692,0,1,1
96112,5,69,0,11.47326946,0,1,1
67001,5,48,1,11.112463,0,1,1
78376,0,86,1,11.2692728,0,1,1
64584,0,82,0,11.07572174,0,1,0
1,13,55,0,0,0,0,1
310858,4,44,1,12.64709187,1,1,0
1250001,7,73,0,14.03865528,1,0,0
400001,8,61,0,12.89922237,1,1,1
987001,5,59,0,13.80242634,1,1,1
201230,5,50,1,12.21220398,1,0,1
270001,0,87,0,12.50618076,0,0,1
267501,5,46,1,12.49687862,0,1,1
166251,11,31,1,12.02125359,0,0,1
180001,4,83,0,12.10071754,0,0,1
1,5,52,0,0,0,1,1
241251,4,59,1,12.39359283,0,0,0
175001,9,52,0,12.07254696,0,1,1
81557,13,34,1,11.30905724,0,1,1
60001,3,66,0,11.0021162,0,0,1
183001,3,69,0,12.11724663,0,1,1
215001,5,52,0,12.27839756,0,1,0
535001,4,62,0,13.19002342,0,1,1
3360001,5,73,0,15.02745152,0,0,1
632779,16,53,1,13.35787678,0,0,0
325001,2,69,0,12.69158363,0,0,1
1,11,27,0,0,0,1,0
2000001,5,64,0,14.50865841,0,0,1
472406,5,53,0,13.06559372,1,1,1
370001,2,74,0,12.82126141,1,0,0
3425001,11,64,0,15.04661274,1,0,0
520001,2,62,0,13.16158581,1,1,0
400168,4,42,0,12.89964008,1,0,1
1350001,3,47,0,14.11561584,1,1,0
125149,1,76,1,11.73725986,1,1,1
200001,5,19,0,12.20607758,1,1,0
580001,9,27,0,13.27078533,1,1,0
672501,6,36,0,13.41875935,1,0,1
359223,11,23,1,12.79169846,1,1,0
218751,5,32,1,12.29568958,1,1,0
188334,5,30,1,12.14597225,1,0,1
225314,2,47,1,12.32525063,0,1,1
1150001,0,65,0,13.95527363,0,1,1
550001,3,26,0,13.21767521,0,1,0
197914,5,35,1,12.19558811,0,1,1
1,0,34,0,0,1,1,1
106112,1,54,1,11.57225037,0,1,0
100001,0,56,0,11.51293564,0,1,1
275001,2,58,0,12.52453041,0,1,1
233334,2,60,0,12.36022663,0,1,0
183334,0,53,0,12.11906528,0,1,1
300001,0,32,0,12.61154079,0,1,1
1,0,83,0,0,0,0,1
210001,2,33,1,12.25486755,0,1,1
350001,14,30,0,12.76569176,1,0,0
637418,5,67,1,13.36518097,1,1,0
966668,11,33,0,13.78161049,0,1,0
533334,11,19,0,13.186903,0,1,1
141430,0,75,1,11.85956001,0,1,1
599001,6,45,0,13.30301857,0,0,1
383334,0,47,0,12.8566618,0,1,1
355251,5,26,1,12.78057957,0,1,0
358334,0,36,0,12.78922081,0,0,0
287501,3,43,0,12.56898117,0,1,0
142501,2,57,0,11.86710453,0,0,0
213301,8,45,1,12.27045918,0,1,0
693126,4,55,0,13.44896698,0,1,0
325001,9,20,0,12.69158363,0,1,0
120001,0,62,0,11.69525528,0,1,1
285001,0,81,0,12.56024837,0,1,1
257501,2,43,0,12.45877934,0,1,1
37501,1,45,0,10.53212261,0,1,1
196001,3,59,0,12.18587494,1,1,0
100501,7,30,1,11.51792336,1,1,1
263334,5,48,0,12.48117828,1,0,0
224501,7,79,0,12.32163525,1,1,1
259001,5,54,1,12.46458721,1,0,1
525834,5,71,0,13.17274094,1,0,1
566668,0,56,0,13.24752903,1,1,1
864445,8,34,1,13.66984272,1,1,1
566668,5,83,0,13.24752903,1,1,0
425001,5,62,0,12.9598465,1,0,0
271529,5,37,1,12.51182461,1,0,1
279168,5,60,0,12.5395689,1,1,0
266668,9,31,0,12.49376011,1,1,0
625376,11,60,0,13.34610844,1,1,0
325001,5,58,0,12.69158363,1,1,1
3333334,19,62,0,15.01948357,1,1,0
227168,7,42,1,12.33344555,1,1,0
2618223,16,42,0,14.77800655,1,1,0
158334,14,44,0,11.9724617,1,1,0
189168,6,50,1,12.15039063,1,0,0
125001,0,37,1,11.73607731,1,1,0
132860,11,35,0,11.79705143,1,1,0
160001,2,26,0,11.98293495,1,1,1
117501,2,33,1,11.67420197,1,1,1
291165,7,29,0,12.58164501,1,1,0
190376,11,35,1,12.1567564,1,1,0
460001,2,48,0,13.0389843,1,0,1
799334,11,56,0,13.59153461,1,1,1
723457,5,57,0,13.49179649,1,0,1
370557,13,34,0,12.82276249,1,1,0
1468501,7,64,0,14.19975281,1,1,0
367281,11,66,0,12.81388283,1,1,0
726068,11,63,0,13.49539852,1,1,1
400001,14,57,0,12.89922237,1,1,1
607168,13,70,0,13.31656075,1,0,0
856459,9,44,0,13.66056156,1,0,0
484501,12,30,0,13.09087467,1,0,0
927084,9,55,0,13.7397995,1,0,0
467841,11,41,0,13.05588341,1,0,0
1700001,11,44,0,14.34613895,1,1,0
708501,11,20,1,13.47090721,1,1,0
465626,11,27,0,13.05113792,1,1,0
103334,5,46,1,11.54572201,1,1,1
115137,5,50,0,11.65387821,1,0,0
500001,11,22,0,13.122365,1,1,1
306114,11,42,0,12.63171291,1,1,1
375001,11,47,0,12.83468437,1,1,0
1293751,11,56,0,14.07305622,1,1,0
246072,6,43,1,12.41337967,1,1,1
250001,5,34,0,12.4292202,1,1,0
176390,2,30,1,12.08045292,1,1,1
423751,10,26,0,12.95690155,1,1,0
100001,11,45,0,11.51293564,1,1,0
550001,11,58,0,13.21767521,1,0,0
904101,17,34,0,13.71469593,1,1,0
250001,5,74,0,12.4292202,1,0,1
216668,7,42,0,12.28612137,1,1,1
807001,12,28,0,13.60107994,1,1,1
849701,16,48,0,13.65263939,1,1,0
350001,6,59,0,12.76569176,1,0,1
227301,11,42,0,12.33403015,1,0,0
449168,0,76,0,13.01515198,1,1,0
715134,11,39,0,13.48022556,1,1,0
287501,5,49,0,12.56898117,1,1,0
229668,12,34,1,12.34438992,1,1,0
913334,17,48,0,13.72485733,1,1,0
384501,5,64,0,12.85970211,1,0,0
744168,11,53,0,13.52002239,1,1,0
460418,14,29,0,13.03989029,1,1,0
500001,15,61,0,13.122365,1,0,0
150001,13,57,0,11.91839695,1,0,0
278834,5,77,0,12.53837204,1,0,0
650001,11,23,0,13.38472939,1,1,0
581668,0,78,0,13.27365494,1,0,0
937501,14,59,0,13.75097275,1,1,0
280834,11,29,0,12.54551888,1,1,0
4569445,6,76,0,15.33490276,1,1,0
326668,2,69,0,12.6967001,1,0,0
166668,8,55,0,12.02375889,1,0,0
713126,7,47,0,13.47741318,1,0,0
1547001,8,35,0,14.25182915,1,1,0
789918,11,27,0,13.57968426,1,1,0
210001,5,48,0,12.25486755,1,0,0
1000001,7,41,0,13.8155117,1,0,0
523862,13,25,1,13.16898346,1,1,0
866668,14,28,0,13.67241096,1,1,0
87501,4,53,0,11.37940598,1,1,1
102334,8,37,1,11.53599739,1,1,1
300001,5,35,0,12.61154079,1,1,0
563390,13,28,1,13.24172783,1,1,0
174887,10,41,0,12.0718956,1,1,1
700001,10,30,0,13.45883751,1,1,0
198334,0,81,1,12.19770813,1,1,1
219105,5,60,1,12.29730606,1,1,1
200001,3,39,0,12.20607758,1,1,1
101668,7,30,1,11.52946758,1,0,1
200001,3,85,0,12.20607758,1,1,1
273334,5,39,1,12.51844978,1,1,1
86001,2,53,0,11.36211395,1,1,0
300001,4,63,0,12.61154079,1,1,1
112501,3,29,1,11.63071728,1,1,1
320001,6,35,0,12.67607975,1,0,0
317293,6,25,1,12.6675806,1,1,0
257144,3,49,0,12.45739174,1,1,0
219584,8,52,1,12.29948997,1,0,0
312501,2,58,0,12.65236282,1,1,0
400001,0,58,0,12.89922237,1,1,0
713251,5,26,1,13.47758865,1,1,0
400001,8,24,0,12.89922237,1,1,1
625484,9,41,0,13.34628105,1,1,1
5557,9,35,0,8.622813225,1,0,1
1565401,17,52,0,14.2636528,1,1,0
293334,19,46,0,12.58906746,1,1,1
400001,9,28,0,12.89922237,1,1,1
1642001,13,47,0,14.31142616,1,1,0
769440,8,70,0,13.55341816,1,1,1
64723,2,66,0,11.07787228,0,1,1
100001,7,28,0,11.51293564,0,1,1
607779,16,41,0,13.31756687,1,0,1
436001,7,59,0,12.9854002,1,1,1
90626,13,29,1,11.41449642,1,0,1
123068,9,25,1,11.72049236,1,0,0
143334,11,40,1,11.87293243,1,1,1
313334,13,42,0,12.65502453,1,0,0
99334,5,45,1,11.50624275,0,1,1
110001,11,49,0,11.6082449,0,0,1
143334,9,59,1,11.87293243,0,0,1
237779,0,64,0,12.37909698,0,0,0
3000001,11,66,0,14.91412354,0,1,1
1233334,2,53,0,14.02523136,0,1,1
1140001,12,32,0,13.94653988,0,0,1
1066668,11,46,0,13.88005066,0,1,1
155001,5,56,0,11.95118713,0,1,1
319834,2,45,1,12.67555714,0,1,0
1083334,6,45,0,13.89555359,1,1,0
150001,11,27,0,11.91839695,0,1,1
251001,8,27,1,12.43321228,0,1,1
836251,21,33,1,13.63668442,0,1,1
28334,7,43,0,10.2518177,0,0,1
53334,1,41,1,10.88432884,0,0,1
75001,8,25,0,11.22525692,0,1,1
189668,4,43,0,12.1530304,0,1,1
8334,8,16,0,9.02809906,0,0,1
125334,5,48,1,11.73873711,0,0,1
198501,11,39,1,12.19854927,0,1,1
80001,13,30,0,11.28979397,0,1,1
138937,5,50,0,11.84177589,0,0,1
1950001,4,44,0,14.48334026,0,1,1
203334,7,67,1,12.22260475,0,1,0
289668,0,33,0,12.5764904,0,0,0
24973,5,61,1,10.12555027,0,1,1
495418,11,32,1,13.11315727,0,1,0
46668,0,60,0,10.75081444,0,1,1
550001,11,52,0,13.21767521,0,1,1
116668,4,72,0,11.66708755,0,0,1
96668,0,85,0,11.47903728,0,1,1
509168,12,29,1,13.14053345,0,0,1
268201,3,49,1,12.49949169,0,0,1
900001,8,44,0,13.71015072,0,1,1
250001,12,48,0,12.4292202,1,0,0
408334,11,36,0,12.91984081,1,0,1
19584,3,69,0,9.882468224,1,1,1
1245209,15,31,0,14.03481388,1,1,0
590001,0,49,1,13.28787994,1,0,0
736779,16,25,0,13.51004314,1,0,0
661668,2,48,0,13.40251923,1,0,0
1115223,16,33,0,13.92456532,1,1,0
746168,15,38,0,13.52270603,1,1,0
142355,5,44,1,11.86607933,1,0,1
416147,8,42,0,12.93879414,1,0,0
410801,11,42,0,12.92586422,1,1,0
700001,8,22,0,13.45883751,1,1,0
562501,4,61,0,13.24014854,1,0,0
1200001,16,34,0,13.99783325,1,0,0
90001,2,57,0,11.40757561,0,1,1
378751,11,32,0,12.84463406,0,1,1
110001,3,77,0,11.6082449,0,0,1
566668,11,35,0,13.24752903,0,1,1
123751,4,32,0,11.72602654,0,0,0
595001,13,30,1,13.29631805,0,1,0
173751,4,37,1,12.06537819,0,1,0
302779,5,51,0,12.62075806,0,0,1
2566251,2,60,1,14.7579565,0,0,0
330459,5,51,0,12.70823765,0,1,1
346501,11,53,1,12.75564098,0,1,1
1100001,8,59,0,13.91082191,0,1,0
128751,11,26,1,11.76563549,0,0,1
164334,7,55,0,12.00965595,0,1,0
361945,13,36,1,12.79924774,0,1,1
307709,11,44,0,12.63690948,0,1,1
388612,13,37,0,12.87033653,0,1,1
293284,0,76,1,12.58889675,0,0,1
123751,9,46,1,11.72602654,0,0,1
2598945,16,49,0,14.77061653,1,1,1
552223,0,79,0,13.22170734,1,1,1
67034,0,50,1,11.11295509,1,0,1
5438334,16,61,0,15.50898361,1,1,0
450001,11,38,0,13.01700497,1,0,0
174601,0,56,0,12.07025909,0,0,1
233084,11,53,0,12.35915375,0,0,1
491668,11,31,1,13.10555935,0,1,1
145279,2,53,1,11.88641167,0,1,1
154001,2,48,1,11.94471455,0,1,1
209168,8,32,1,12.25089264,0,1,1
143168,0,36,0,11.87177372,0,1,1
240001,0,50,0,12.38839817,0,1,1
442084,0,77,0,12.99925518,0,1,0
315834,0,58,0,12.66297245,0,1,1
279168,3,58,1,12.5395689,0,1,1
22918,0,88,1,10.03967762,0,1,1
72144,3,41,1,11.18641949,0,1,1
150001,5,67,0,11.91839695,0,1,1
120140,0,78,1,11.69641304,0,1,1
50001,1,42,0,10.81979847,0,1,1
7501,0,66,0,8.922791481,0,1,1
198334,5,55,1,12.19770813,0,1,0
232223,0,88,0,12.35545349,0,1,0
129168,3,75,1,11.7688694,0,1,1
